movieId,title,genre,plot
1879,"Hanging Garden, The (1997)",Drama,"William, a once obese and troubled teen, goes back to his family's home after being gone, without word, for ten years and finds it (and his family) haunted with his past. He had moved to the city and become a fit, well-adjusted gay man, but during his visit home, he becomes unhinged as the newly remembered reasons for his miserable adolescence come to life in each of their presents."
1880,Lawn Dogs (1997),Drama,"In the affluent, gated community of Camelot Gardens, bored wives indiscriminately sleep around while their unwitting husbands try desperately to climb the social ladder. Trent, a 21-year-old outsider who mows the neighborhood lawns, quietly observes the infidelities and hypocrisies of this overly privileged society. When Devon, a 10-year-old daughter from one family, forges a friendship with Trent, things suddenly get very complicated."
1881,Quest for Camelot (1998),Adventure,"During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him."
1882,Godzilla (1998),Action,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world."
1883,Bulworth (1998),Comedy,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.
1884,Fear and Loathing in Las Vegas (1998),Adventure,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge."
1885,"Opposite of Sex, The (1998)",Comedy,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives."
1886,I Got the Hook Up (1998),Comedy,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI."
1887,Almost Heroes (1998),Adventure,"Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless, doomed effort to reach the Pacific Ocean before Lewis and Clark."
1888,Hope Floats (1998),Comedy,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom."
1889,Insomnia (1997),Drama,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity."
1890,Little Boy Blue (1997),Drama,"Living in rural Texas is a dysfunctional family: an abusive dad, a Vietnam vet with a war wound that's left him impotent; a compliant wife and a son of about 20, two small sons who look a lot like their brother. The dad harbors a secret, and he goes to murderous lengths to keep it hidden. The young man, Jimmy, who has suspicions, but little comes out until a Yankee woman comes to town."
1891,"Ugly, The (1997)",Horror,A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.
1892,"Perfect Murder, A (1998)",Thriller,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory."
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.
1894,Six Days Seven Nights (1998),Adventure,"In the South Pacific island of Makatea, career-driven magazine editor Robin Monroe is on a week-long vacation getaway with her boyfriend, Frank Martin. An emergency work assignment in neighboring Tahiti requires Robin to hire the cantankerous pilot Quinn Harris who had flown them to Makatea on a small transport plane. While flying, a powerful storm forces Quinn to make an emergency landing on a nearby deserted island. The dissimilar pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads."
1895,Can't Hardly Wait (1998),Comedy,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance."
1896,Cousin Bette (1998),Comedy,"In 19th century Paris, Bette Fischer, a poor and homely spinster, forms an alliance with the seductive courtesan Valerie Marneffe to orchestrate revenge on her handsome and wealthy relatives."
1897,High Art (1998),Drama,"When Syd, a young editor at an influential art magazine,  becomes involved with her neighbor, a drug-addicted lesbian photographer, both seek to exploit each other for their respective careers while slowly falling in love with each other."
1898,"Land Girls, The (1998)",Drama,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds."
